"conf_cases","weekdate","week","year"
12,2005-02-19,8,2005
13,2005-02-26,9,2005
5,2005-03-05,10,2005
6,2005-03-12,11,2005
11,2005-03-19,12,2005
4,2005-03-26,13,2005
6,2005-04-02,14,2005
8,2005-04-09,15,2005
1,2005-04-16,16,2005
1,2005-04-23,17,2005
5,2005-04-30,18,2005
2,2005-05-07,19,2005
7,2005-05-14,20,2005
5,2005-05-21,21,2005
7,2005-05-28,22,2005
11,2005-06-04,23,2005
17,2005-06-11,24,2005
26,2005-06-18,25,2005
33,2005-06-25,26,2005
35,2005-07-02,27,2005
46,2005-07-09,28,2005
66,2005-07-16,29,2005
72,2005-07-23,30,2005
107,2005-07-30,31,2005
126,2005-08-06,32,2005
116,2005-08-13,33,2005
156,2005-08-20,34,2005
147,2005-08-27,35,2005
182,2005-09-03,36,2005
209,2005-09-10,37,2005
175,2005-09-17,38,2005
125,2005-09-24,39,2005
112,2005-10-01,40,2005
81,2005-10-08,41,2005
88,2005-10-15,42,2005
85,2005-10-22,43,2005
79,2005-10-29,44,2005
78,2005-11-05,45,2005
51,2005-11-12,46,2005
37,2005-11-19,47,2005
39,2005-11-26,48,2005
26,2005-12-03,49,2005
18,2005-12-10,50,2005
24,2005-12-17,51,2005
10,2005-12-24,52,2005
19,2006-01-01,1,2006
11,2006-01-08,2,2006
21,2006-01-15,3,2006
24,2006-01-22,4,2006
9,2006-01-29,5,2006
10,2006-02-05,6,2006
10,2006-02-12,7,2006
3,2006-02-19,8,2006
8,2006-02-26,9,2006
7,2006-03-05,10,2006
1,2006-03-12,11,2006
4,2006-03-19,12,2006
7,2006-03-26,13,2006
4,2006-04-02,14,2006
2,2006-04-09,15,2006
3,2006-04-16,16,2006
5,2006-04-23,17,2006
4,2006-04-30,18,2006
8,2006-05-07,19,2006
5,2006-05-14,20,2006
5,2006-05-21,21,2006
11,2006-05-28,22,2006
5,2006-06-04,23,2006
6,2006-06-11,24,2006
8,2006-06-18,25,2006
7,2006-06-25,26,2006
8,2006-07-02,27,2006
9,2006-07-09,28,2006
13,2006-07-16,29,2006
20,2006-07-23,30,2006
17,2006-07-30,31,2006
23,2006-08-06,32,2006
14,2006-08-13,33,2006
28,2006-08-20,34,2006
26,2006-08-27,35,2006
27,2006-09-03,36,2006
34,2006-09-10,37,2006
24,2006-09-17,38,2006
44,2006-09-24,39,2006
25,2006-10-01,40,2006
22,2006-10-08,41,2006
16,2006-10-15,42,2006
14,2006-10-22,43,2006
23,2006-10-29,44,2006
24,2006-11-05,45,2006
21,2006-11-12,46,2006
20,2006-11-19,47,2006
26,2006-11-26,48,2006
9,2006-12-03,49,2006
18,2006-12-10,50,2006
12,2006-12-17,51,2006
12,2006-12-24,52,2006
17,2007-01-01,1,2007
12,2007-01-08,2,2007
21,2007-01-15,3,2007
12,2007-01-22,4,2007
12,2007-01-29,5,2007
22,2007-02-05,6,2007
17,2007-02-12,7,2007
18,2007-02-19,8,2007
18,2007-02-26,9,2007
18,2007-03-05,10,2007
12,2007-03-12,11,2007
21,2007-03-19,12,2007
12,2007-03-26,13,2007
6,2007-04-02,14,2007
13,2007-04-09,15,2007
7,2007-04-16,16,2007
2,2007-04-23,17,2007
11,2007-04-30,18,2007
9,2007-05-07,19,2007
14,2007-05-14,20,2007
13,2007-05-21,21,2007
22,2007-05-28,22,2007
26,2007-06-04,23,2007
33,2007-06-11,24,2007
44,2007-06-18,25,2007
35,2007-06-25,26,2007
53,2007-07-02,27,2007
74,2007-07-09,28,2007
78,2007-07-16,29,2007
73,2007-07-23,30,2007
81,2007-07-30,31,2007
164,2007-08-06,32,2007
144,2007-08-13,33,2007
166,2007-08-20,34,2007
198,2007-08-27,35,2007
152,2007-09-03,36,2007
228,2007-09-10,37,2007
257,2007-09-17,38,2007
266,2007-09-24,39,2007
383,2007-10-01,40,2007
315,2007-10-08,41,2007
224,2007-10-15,42,2007
142,2007-10-22,43,2007
88,2007-10-29,44,2007
102,2007-11-05,45,2007
51,2007-11-12,46,2007
62,2007-11-19,47,2007
52,2007-11-26,48,2007
31,2007-12-03,49,2007
26,2007-12-10,50,2007
27,2007-12-17,51,2007
28,2007-12-24,52,2007
26,2008-01-01,1,2008
26,2008-01-08,2,2008
24,2008-01-15,3,2008
16,2008-01-22,4,2008
12,2008-01-29,5,2008
5,2008-02-05,6,2008
7,2008-02-12,7,2008
9,2008-02-19,8,2008
8,2008-02-26,9,2008
3,2008-03-04,10,2008
6,2008-03-11,11,2008
6,2008-03-18,12,2008
5,2008-03-25,13,2008
4,2008-04-01,14,2008
2,2008-04-08,15,2008
4,2008-04-15,16,2008
5,2008-04-22,17,2008
3,2008-04-29,18,2008
3,2008-05-06,19,2008
2,2008-05-13,20,2008
3,2008-05-20,21,2008
2,2008-05-27,22,2008
3,2008-06-03,23,2008
5,2008-06-10,24,2008
5,2008-06-17,25,2008
3,2008-06-24,26,2008
7,2008-07-01,27,2008
4,2008-07-08,28,2008
5,2008-07-15,29,2008
8,2008-07-22,30,2008
6,2008-07-29,31,2008
17,2008-08-05,32,2008
13,2008-08-12,33,2008
11,2008-08-19,34,2008
12,2008-08-26,35,2008
14,2008-09-02,36,2008
15,2008-09-09,37,2008
17,2008-09-16,38,2008
14,2008-09-23,39,2008
24,2008-09-30,40,2008
34,2008-10-07,41,2008
60,2008-10-14,42,2008
36,2008-10-21,43,2008
46,2008-10-28,44,2008
46,2008-11-04,45,2008
48,2008-11-11,46,2008
42,2008-11-18,47,2008
48,2008-11-25,48,2008
33,2008-12-02,49,2008
31,2008-12-09,50,2008
30,2008-12-16,51,2008
46,2008-12-23,52,2008
34,2009-01-01,1,2009
24,2009-01-08,2,2009
39,2009-01-15,3,2009
33,2009-01-22,4,2009
40,2009-01-29,5,2009
48,2009-02-05,6,2009
50,2009-02-12,7,2009
39,2009-02-19,8,2009
30,2009-02-26,9,2009
31,2009-03-05,10,2009
24,2009-03-12,11,2009
32,2009-03-19,12,2009
25,2009-03-26,13,2009
12,2009-04-02,14,2009
28,2009-04-09,15,2009
12,2009-04-16,16,2009
23,2009-04-23,17,2009
16,2009-04-30,18,2009
11,2009-05-07,19,2009
13,2009-05-14,20,2009
9,2009-05-21,21,2009
14,2009-05-28,22,2009
18,2009-06-04,23,2009
16,2009-06-11,24,2009
25,2009-06-18,25,2009
27,2009-06-25,26,2009
31,2009-07-02,27,2009
24,2009-07-09,28,2009
31,2009-07-16,29,2009
29,2009-07-23,30,2009
37,2009-07-30,31,2009
57,2009-08-06,32,2009
82,2009-08-13,33,2009
54,2009-08-20,34,2009
59,2009-08-27,35,2009
71,2009-09-03,36,2009
69,2009-09-10,37,2009
58,2009-09-17,38,2009
57,2009-09-24,39,2009
79,2009-10-01,40,2009
72,2009-10-08,41,2009
77,2009-10-15,42,2009
75,2009-10-22,43,2009
81,2009-10-29,44,2009
75,2009-11-05,45,2009
102,2009-11-12,46,2009
97,2009-11-19,47,2009
116,2009-11-26,48,2009
92,2009-12-03,49,2009
80,2009-12-10,50,2009
71,2009-12-17,51,2009
102,2009-12-24,52,2009
99,2010-01-01,1,2010
82,2010-01-08,2,2010
70,2010-01-15,3,2010
95,2010-01-22,4,2010
99,2010-01-29,5,2010
75,2010-02-05,6,2010
112,2010-02-12,7,2010
120,2010-02-19,8,2010
93,2010-02-26,9,2010
95,2010-03-05,10,2010
78,2010-03-12,11,2010
125,2010-03-19,12,2010
82,2010-03-26,13,2010
103,2010-04-02,14,2010
70,2010-04-09,15,2010
75,2010-04-16,16,2010
84,2010-04-23,17,2010
83,2010-04-30,18,2010
90,2010-05-07,19,2010
104,2010-05-14,20,2010
126,2010-05-21,21,2010
137,2010-05-28,22,2010
187,2010-06-04,23,2010
289,2010-06-11,24,2010
267,2010-06-18,25,2010
273,2010-06-25,26,2010
360,2010-07-02,27,2010
430,2010-07-09,28,2010
502,2010-07-16,29,2010
432,2010-07-23,30,2010
516,2010-07-30,31,2010
516,2010-08-06,32,2010
544,2010-08-13,33,2010
473,2010-08-20,34,2010
416,2010-08-27,35,2010
435,2010-09-03,36,2010
421,2010-09-10,37,2010
362,2010-09-17,38,2010
317,2010-09-24,39,2010
242,2010-10-01,40,2010
223,2010-10-08,41,2010
200,2010-10-15,42,2010
186,2010-10-22,43,2010
171,2010-10-29,44,2010
124,2010-11-05,45,2010
80,2010-11-12,46,2010
69,2010-11-19,47,2010
53,2010-11-26,48,2010
55,2010-12-03,49,2010
41,2010-12-10,50,2010
45,2010-12-17,51,2010
30,2010-12-24,52,2010
20,2011-01-01,1,2011
23,2011-01-08,2,2011
39,2011-01-15,3,2011
11,2011-01-22,4,2011
11,2011-01-29,5,2011
18,2011-02-05,6,2011
19,2011-02-12,7,2011
19,2011-02-19,8,2011
9,2011-02-26,9,2011
12,2011-03-05,10,2011
5,2011-03-12,11,2011
6,2011-03-19,12,2011
6,2011-03-26,13,2011
7,2011-04-02,14,2011
6,2011-04-09,15,2011
5,2011-04-16,16,2011
5,2011-04-23,17,2011
2,2011-04-30,18,2011
4,2011-05-07,19,2011
4,2011-05-14,20,2011
8,2011-05-21,21,2011
3,2011-05-28,22,2011
7,2011-06-04,23,2011
9,2011-06-11,24,2011
10,2011-06-18,25,2011
27,2011-06-25,26,2011
21,2011-07-02,27,2011
35,2011-07-09,28,2011
38,2011-07-16,29,2011
31,2011-07-23,30,2011
48,2011-07-30,31,2011
41,2011-08-06,32,2011
59,2011-08-13,33,2011
69,2011-08-20,34,2011
64,2011-08-27,35,2011
69,2011-09-03,36,2011
85,2011-09-10,37,2011
68,2011-09-17,38,2011
70,2011-09-24,39,2011
56,2011-10-01,40,2011
68,2011-10-08,41,2011
71,2011-10-15,42,2011
55,2011-10-22,43,2011
63,2011-10-29,44,2011
40,2011-11-05,45,2011
33,2011-11-12,46,2011
32,2011-11-19,47,2011
26,2011-11-26,48,2011
30,2011-12-03,49,2011
26,2011-12-10,50,2011
18,2011-12-17,51,2011
22,2011-12-24,52,2011
30,2012-01-01,1,2012
25,2012-01-08,2,2012
22,2012-01-15,3,2012
16,2012-01-22,4,2012
19,2012-01-29,5,2012
12,2012-02-05,6,2012
12,2012-02-12,7,2012
11,2012-02-19,8,2012
20,2012-02-26,9,2012
21,2012-03-04,10,2012
19,2012-03-11,11,2012
14,2012-03-18,12,2012
11,2012-03-25,13,2012
11,2012-04-01,14,2012
12,2012-04-08,15,2012
13,2012-04-15,16,2012
18,2012-04-22,17,2012
9,2012-04-29,18,2012
24,2012-05-06,19,2012
28,2012-05-13,20,2012
40,2012-05-20,21,2012
50,2012-05-27,22,2012
46,2012-06-03,23,2012
80,2012-06-10,24,2012
80,2012-06-17,25,2012
63,2012-06-24,26,2012
74,2012-07-01,27,2012
93,2012-07-08,28,2012
81,2012-07-15,29,2012
89,2012-07-22,30,2012
98,2012-07-29,31,2012
131,2012-08-05,32,2012
140,2012-08-12,33,2012
128,2012-08-19,34,2012
138,2012-08-26,35,2012
165,2012-09-02,36,2012
179,2012-09-09,37,2012
197,2012-09-16,38,2012
207,2012-09-23,39,2012
259,2012-09-30,40,2012
286,2012-10-07,41,2012
271,2012-10-14,42,2012
224,2012-10-21,43,2012
296,2012-10-28,44,2012
309,2012-11-04,45,2012
349,2012-11-11,46,2012
360,2012-11-18,47,2012
378,2012-11-25,48,2012
389,2012-12-02,49,2012
338,2012-12-09,50,2012
284,2012-12-16,51,2012
298,2012-12-23,52,2012
312,2013-01-01,1,2013
333,2013-01-08,2,2013
265,2013-01-15,3,2013
263,2013-01-22,4,2013
232,2013-01-29,5,2013
216,2013-02-05,6,2013
159,2013-02-12,7,2013
147,2013-02-19,8,2013
139,2013-02-26,9,2013
130,2013-03-05,10,2013
103,2013-03-12,11,2013
109,2013-03-19,12,2013
89,2013-03-26,13,2013
76,2013-04-02,14,2013
90,2013-04-09,15,2013
75,2013-04-16,16,2013
61,2013-04-23,17,2013
74,2013-04-30,18,2013
86,2013-05-07,19,2013
88,2013-05-14,20,2013
95,2013-05-21,21,2013
138,2013-05-28,22,2013
213,2013-06-04,23,2013
195,2013-06-11,24,2013
328,2013-06-18,25,2013
278,2013-06-25,26,2013
305,2013-07-02,27,2013
312,2013-07-09,28,2013
354,2013-07-16,29,2013
393,2013-07-23,30,2013
404,2013-07-30,31,2013
435,2013-08-06,32,2013
451,2013-08-13,33,2013
395,2013-08-20,34,2013
345,2013-08-27,35,2013
290,2013-09-03,36,2013
295,2013-09-10,37,2013
273,2013-09-17,38,2013
266,2013-09-24,39,2013
254,2013-10-01,40,2013
220,2013-10-08,41,2013
179,2013-10-15,42,2013
140,2013-10-22,43,2013
138,2013-10-29,44,2013
106,2013-11-05,45,2013
135,2013-11-12,46,2013
81,2013-11-19,47,2013
67,2013-11-26,48,2013
67,2013-12-03,49,2013
57,2013-12-10,50,2013
43,2013-12-17,51,2013
45,2013-12-24,52,2013
46,2014-01-01,1,2014
51,2014-01-08,2,2014
39,2014-01-15,3,2014
37,2014-01-22,4,2014
32,2014-01-29,5,2014
19,2014-02-05,6,2014
25,2014-02-12,7,2014
19,2014-02-19,8,2014
21,2014-02-26,9,2014
18,2014-03-05,10,2014
15,2014-03-12,11,2014
10,2014-03-19,12,2014
10,2014-03-26,13,2014
14,2014-04-02,14,2014
5,2014-04-09,15,2014
8,2014-04-16,16,2014
4,2014-04-23,17,2014
2,2014-04-30,18,2014
6,2014-05-07,19,2014
10,2014-05-14,20,2014
9,2014-05-21,21,2014
5,2014-05-28,22,2014
10,2014-06-04,23,2014
7,2014-06-11,24,2014
22,2014-06-18,25,2014
6,2014-06-25,26,2014
10,2014-07-02,27,2014
14,2014-07-09,28,2014
17,2014-07-16,29,2014
25,2014-07-23,30,2014
19,2014-07-30,31,2014
18,2014-08-06,32,2014
12,2014-08-13,33,2014
15,2014-08-20,34,2014
16,2014-08-27,35,2014
24,2014-09-03,36,2014
16,2014-09-10,37,2014
14,2014-09-17,38,2014
12,2014-09-24,39,2014
13,2014-10-01,40,2014
15,2014-10-08,41,2014
10,2014-10-15,42,2014
3,2014-10-22,43,2014
1,2014-10-29,44,2014
2,2014-11-05,45,2014
2,2014-11-12,46,2014
2,2014-11-19,47,2014
1,2014-11-26,48,2014
4,2014-12-03,49,2014
2,2014-12-10,50,2014
1,2014-12-17,51,2014
2,2014-12-24,52,2014
1,2015-01-01,1,2015
2,2015-01-08,2,2015
0,2015-01-15,3,2015
5,2015-01-22,4,2015
1,2015-01-29,5,2015
0,2015-02-05,6,2015
2,2015-02-12,7,2015
3,2015-02-19,8,2015
5,2015-02-26,9,2015
1,2015-03-05,10,2015
3,2015-03-12,11,2015
3,2015-03-19,12,2015
3,2015-03-26,13,2015
2,2015-04-02,14,2015
0,2015-04-09,15,2015
1,2015-04-16,16,2015
0,2015-04-23,17,2015
0,2015-04-30,18,2015
0,2015-05-07,19,2015
0,2015-05-14,20,2015
1,2015-05-21,21,2015
1,2015-05-28,22,2015
0,2015-06-04,23,2015
1,2015-06-11,24,2015
0,2015-06-18,25,2015
0,2015-06-25,26,2015
0,2015-07-02,27,2015
1,2015-07-09,28,2015
1,2015-07-16,29,2015
3,2015-07-23,30,2015
0,2015-07-30,31,2015
2,2015-08-06,32,2015
1,2015-08-13,33,2015
0,2015-08-20,34,2015
1,2015-08-27,35,2015
0,2015-09-03,36,2015
0,2015-09-10,37,2015
0,2015-09-17,38,2015
1,2015-09-24,39,2015
2,2015-10-01,40,2015
1,2015-10-08,41,2015
0,2015-10-15,42,2015
1,2015-10-22,43,2015
2,2015-10-29,44,2015
3,2015-11-05,45,2015
4,2015-11-12,46,2015
1,2015-11-19,47,2015
6,2015-11-26,48,2015
4,2015-12-03,49,2015
5,2015-12-10,50,2015
0,2015-12-17,51,2015
3,2015-12-24,52,2015
2,2016-01-01,1,2016
1,2016-01-08,2,2016
6,2016-01-15,3,2016
11,2016-01-22,4,2016
14,2016-01-29,5,2016
19,2016-02-05,6,2016
36,2016-02-12,7,2016
24,2016-02-19,8,2016
11,2016-02-26,9,2016
9,2016-03-04,10,2016
8,2016-03-11,11,2016
6,2016-03-18,12,2016
4,2016-03-25,13,2016
7,2016-04-01,14,2016
17,2016-04-08,15,2016
14,2016-04-15,16,2016
11,2016-04-22,17,2016
17,2016-04-29,18,2016
8,2016-05-06,19,2016
13,2016-05-13,20,2016
10,2016-05-20,21,2016
23,2016-05-27,22,2016
16,2016-06-03,23,2016
31,2016-06-10,24,2016
25,2016-06-17,25,2016
22,2016-06-24,26,2016
12,2016-07-01,27,2016
12,2016-07-08,28,2016
9,2016-07-15,29,2016
7,2016-07-22,30,2016
27,2016-07-29,31,2016
29,2016-08-05,32,2016
17,2016-08-12,33,2016
19,2016-08-19,34,2016
22,2016-08-26,35,2016
13,2016-09-02,36,2016
11,2016-09-09,37,2016
4,2016-09-16,38,2016
5,2016-09-23,39,2016
1,2016-09-30,40,2016
0,2016-10-07,41,2016
2,2016-10-14,42,2016
0,2016-10-21,43,2016
2,2016-10-28,44,2016
4,2016-11-04,45,2016
0,2016-11-11,46,2016
2,2016-11-18,47,2016
0,2016-11-25,48,2016
3,2016-12-02,49,2016
0,2016-12-09,50,2016
0,2016-12-16,51,2016
4,2016-12-23,52,2016
1,2017-01-01,1,2017
1,2017-01-08,2,2017
0,2017-01-15,3,2017
0,2017-01-22,4,2017
1,2017-01-29,5,2017
0,2017-02-05,6,2017
4,2017-02-12,7,2017
1,2017-02-19,8,2017
3,2017-02-26,9,2017
1,2017-03-05,10,2017
0,2017-03-12,11,2017
2,2017-03-19,12,2017
2,2017-03-26,13,2017
2,2017-04-02,14,2017
1,2017-04-09,15,2017
0,2017-04-16,16,2017
0,2017-04-23,17,2017
0,2017-04-30,18,2017
0,2017-05-07,19,2017
0,2017-05-14,20,2017
0,2017-05-21,21,2017
1,2017-05-28,22,2017
0,2017-06-04,23,2017
0,2017-06-11,24,2017
1,2017-06-18,25,2017
1,2017-06-25,26,2017
6,2017-07-02,27,2017
3,2017-07-09,28,2017
4,2017-07-16,29,2017
0,2017-07-23,30,2017
0,2017-07-30,31,2017
0,2017-08-06,32,2017
0,2017-08-13,33,2017
0,2017-08-20,34,2017
1,2017-08-27,35,2017
0,2017-09-03,36,2017
0,2017-09-10,37,2017
0,2017-09-17,38,2017
0,2017-09-24,39,2017
1,2017-10-01,40,2017
0,2017-10-08,41,2017
0,2017-10-15,42,2017
1,2017-10-22,43,2017
0,2017-10-29,44,2017
0,2017-11-05,45,2017
0,2017-11-12,46,2017
0,2017-11-19,47,2017
1,2017-11-26,48,2017
0,2017-12-03,49,2017
1,2017-12-10,50,2017
0,2017-12-17,51,2017
2,2017-12-24,52,2017
1,2018-01-01,1,2018
0,2018-01-08,2,2018
0,2018-01-15,3,2018
0,2018-01-22,4,2018
0,2018-01-29,5,2018
1,2018-02-05,6,2018
0,2018-02-12,7,2018
0,2018-02-19,8,2018
1,2018-02-26,9,2018
0,2018-03-05,10,2018
1,2018-03-12,11,2018
1,2018-03-19,12,2018
1,2018-03-26,13,2018
1,2018-04-02,14,2018
1,2018-04-09,15,2018
0,2018-04-16,16,2018
0,2018-04-23,17,2018
0,2018-04-30,18,2018
0,2018-05-07,19,2018
1,2018-05-14,20,2018
1,2018-05-21,21,2018
0,2018-05-28,22,2018
0,2018-06-04,23,2018
0,2018-06-11,24,2018
1,2018-06-18,25,2018
0,2018-06-25,26,2018
0,2018-07-02,27,2018
0,2018-07-09,28,2018
1,2018-07-16,29,2018
7,2018-07-23,30,2018
3,2018-07-30,31,2018
1,2018-08-06,32,2018
0,2018-08-13,33,2018
3,2018-08-20,34,2018
1,2018-08-27,35,2018
1,2018-09-03,36,2018
0,2018-09-10,37,2018
1,2018-09-17,38,2018
0,2018-09-24,39,2018
2,2018-10-01,40,2018
0,2018-10-08,41,2018
2,2018-10-15,42,2018
0,2018-10-22,43,2018
0,2018-10-29,44,2018
1,2018-11-05,45,2018
0,2018-11-12,46,2018
2,2018-11-19,47,2018
1,2018-11-26,48,2018
1,2018-12-03,49,2018
0,2018-12-10,50,2018
0,2018-12-17,51,2018
2,2018-12-24,52,2018
1,2019-01-01,1,2019
1,2019-01-08,2,2019
1,2019-01-15,3,2019
1,2019-01-22,4,2019
0,2019-01-29,5,2019
0,2019-02-05,6,2019
0,2019-02-12,7,2019
2,2019-02-19,8,2019
0,2019-02-26,9,2019
0,2019-03-05,10,2019
0,2019-03-12,11,2019
0,2019-03-19,12,2019
1,2019-03-26,13,2019
0,2019-04-02,14,2019
0,2019-04-09,15,2019
0,2019-04-16,16,2019
0,2019-04-23,17,2019
0,2019-04-30,18,2019
1,2019-05-07,19,2019
2,2019-05-14,20,2019
0,2019-05-21,21,2019
0,2019-05-28,22,2019
0,2019-06-04,23,2019
0,2019-06-11,24,2019
1,2019-06-18,25,2019
0,2019-06-25,26,2019
1,2019-07-02,27,2019
1,2019-07-09,28,2019
1,2019-07-16,29,2019
0,2019-07-23,30,2019
1,2019-07-30,31,2019
1,2019-08-06,32,2019
0,2019-08-13,33,2019
1,2019-08-20,34,2019
1,2019-08-27,35,2019
4,2019-09-03,36,2019
1,2019-09-10,37,2019
2,2019-09-17,38,2019
6,2019-09-24,39,2019
3,2019-10-01,40,2019
4,2019-10-08,41,2019
2,2019-10-15,42,2019
1,2019-10-22,43,2019
3,2019-10-29,44,2019
4,2019-11-05,45,2019
4,2019-11-12,46,2019
2,2019-11-19,47,2019
6,2019-11-26,48,2019
8,2019-12-03,49,2019
13,2019-12-10,50,2019
6,2019-12-17,51,2019
15,2019-12-24,52,2019
10,2020-01-01,1,2020
14,2020-01-08,2,2020
22,2020-01-15,3,2020
20,2020-01-22,4,2020
21,2020-01-29,5,2020
28,2020-02-05,6,2020
20,2020-02-12,7,2020
20,2020-02-19,8,2020
19,2020-02-26,9,2020
11,2020-03-04,10,2020
8,2020-03-11,11,2020
8,2020-03-18,12,2020
5,2020-03-25,13,2020
11,2020-04-01,14,2020
12,2020-04-08,15,2020
22,2020-04-15,16,2020
11,2020-04-22,17,2020
16,2020-04-29,18,2020
15,2020-05-06,19,2020
12,2020-05-13,20,2020
12,2020-05-20,21,2020
12,2020-05-27,22,2020
8,2020-06-03,23,2020
10,2020-06-10,24,2020
8,2020-06-17,25,2020
8,2020-06-24,26,2020
9,2020-07-01,27,2020
6,2020-07-08,28,2020
7,2020-07-15,29,2020
4,2020-07-22,30,2020
12,2020-07-29,31,2020
10,2020-08-05,32,2020
13,2020-08-12,33,2020
14,2020-08-19,34,2020
12,2020-08-26,35,2020
20,2020-09-02,36,2020
12,2020-09-09,37,2020
20,2020-09-16,38,2020
27,2020-09-23,39,2020
24,2020-09-30,40,2020
32,2020-10-07,41,2020
34,2020-10-14,42,2020
37,2020-10-21,43,2020
35,2020-10-28,44,2020
40,2020-11-04,45,2020
40,2020-11-11,46,2020
27,2020-11-18,47,2020
32,2020-11-25,48,2020
31,2020-12-02,49,2020
27,2020-12-09,50,2020
36,2020-12-16,51,2020
40,2020-12-23,52,2020
27,2021-01-01,1,2021
26,2021-01-08,2,2021
28,2021-01-15,3,2021
21,2021-01-22,4,2021
26,2021-01-29,5,2021
18,2021-02-05,6,2021
24,2021-02-12,7,2021
18,2021-02-19,8,2021
22,2021-02-26,9,2021
27,2021-03-05,10,2021
12,2021-03-12,11,2021
7,2021-03-19,12,2021
6,2021-03-26,13,2021
12,2021-04-02,14,2021
4,2021-04-09,15,2021
6,2021-04-16,16,2021
10,2021-04-23,17,2021
4,2021-04-30,18,2021
7,2021-05-07,19,2021
13,2021-05-14,20,2021
15,2021-05-21,21,2021
11,2021-05-28,22,2021
8,2021-06-04,23,2021
8,2021-06-11,24,2021
6,2021-06-18,25,2021
5,2021-06-25,26,2021
19,2021-07-02,27,2021
16,2021-07-09,28,2021
14,2021-07-16,29,2021
4,2021-07-23,30,2021
5,2021-07-30,31,2021
19,2021-08-06,32,2021
8,2021-08-13,33,2021
9,2021-08-20,34,2021
13,2021-08-27,35,2021
9,2021-09-03,36,2021
6,2021-09-10,37,2021
10,2021-09-17,38,2021
13,2021-09-24,39,2021
7,2021-10-01,40,2021
14,2021-10-08,41,2021
12,2021-10-15,42,2021
7,2021-10-22,43,2021
10,2021-10-29,44,2021
9,2021-11-05,45,2021
8,2021-11-12,46,2021
10,2021-11-19,47,2021
16,2021-11-26,48,2021
6,2021-12-03,49,2021
15,2021-12-10,50,2021
8,2021-12-17,51,2021
6,2021-12-24,52,2021
8,2022-01-01,1,2022
13,2022-01-08,2,2022
13,2022-01-15,3,2022
5,2022-01-22,4,2022
5,2022-01-29,5,2022
13,2022-02-05,6,2022
6,2022-02-12,7,2022
5,2022-02-19,8,2022
10,2022-02-26,9,2022
6,2022-03-05,10,2022
11,2022-03-12,11,2022
7,2022-03-19,12,2022
7,2022-03-26,13,2022
6,2022-04-02,14,2022
3,2022-04-09,15,2022
9,2022-04-16,16,2022
8,2022-04-23,17,2022
3,2022-04-30,18,2022
8,2022-05-07,19,2022
4,2022-05-14,20,2022
6,2022-05-21,21,2022
5,2022-05-28,22,2022
4,2022-06-04,23,2022
2,2022-06-11,24,2022
3,2022-06-18,25,2022
3,2022-06-25,26,2022
7,2022-07-02,27,2022
5,2022-07-09,28,2022
6,2022-07-16,29,2022
8,2022-07-23,30,2022
10,2022-07-30,31,2022
9,2022-08-06,32,2022
18,2022-08-13,33,2022
18,2022-08-20,34,2022
17,2022-08-27,35,2022
29,2022-09-03,36,2022
18,2022-09-10,37,2022
36,2022-09-17,38,2022
36,2022-09-24,39,2022
47,2022-10-01,40,2022
47,2022-10-08,41,2022
48,2022-10-15,42,2022
43,2022-10-22,43,2022
55,2022-10-29,44,2022
65,2022-11-05,45,2022
62,2022-11-12,46,2022
68,2022-11-19,47,2022
64,2022-11-26,48,2022
69,2022-12-03,49,2022
46,2022-12-10,50,2022
45,2022-12-17,51,2022
26,2022-12-24,52,2022
31,2023-01-01,1,2023
37,2023-01-08,2,2023
28,2023-01-15,3,2023
24,2023-01-22,4,2023
26,2023-01-29,5,2023
24,2023-02-05,6,2023
19,2023-02-12,7,2023
16,2023-02-19,8,2023
20,2023-02-26,9,2023
12,2023-03-05,10,2023
13,2023-03-12,11,2023
15,2023-03-19,12,2023
11,2023-03-26,13,2023
7,2023-04-02,14,2023
10,2023-04-09,15,2023
5,2023-04-16,16,2023
4,2023-04-23,17,2023
7,2023-04-30,18,2023
5,2023-05-07,19,2023
8,2023-05-14,20,2023
8,2023-05-21,21,2023
9,2023-05-28,22,2023
10,2023-06-04,23,2023
15,2023-06-11,24,2023
13,2023-06-18,25,2023
3,2023-06-25,26,2023
4,2023-07-02,27,2023
14,2023-07-09,28,2023
20,2023-07-16,29,2023
17,2023-07-23,30,2023
33,2023-07-30,31,2023
40,2023-08-06,32,2023
17,2023-08-13,33,2023
14,2023-08-20,34,2023
28,2023-08-27,35,2023
34,2023-09-03,36,2023
46,2023-09-10,37,2023
34,2023-09-17,38,2023
34,2023-09-24,39,2023
34,2023-10-01,40,2023
33,2023-10-08,41,2023
34,2023-10-15,42,2023
36,2023-10-22,43,2023
36,2023-10-29,44,2023
45,2023-11-05,45,2023
47,2023-11-12,46,2023
53,2023-11-19,47,2023
42,2023-11-26,48,2023
55,2023-12-03,49,2023
56,2023-12-10,50,2023
54,2023-12-17,51,2023
49,2023-12-24,52,2023
40,2024-01-01,1,2024
49,2024-01-08,2,2024
48,2024-01-15,3,2024
61,2024-01-22,4,2024
61,2024-01-29,5,2024
63,2024-02-05,6,2024
57,2024-02-12,7,2024
51,2024-02-19,8,2024
52,2024-02-26,9,2024
66,2024-03-04,10,2024
64,2024-03-11,11,2024
52,2024-03-18,12,2024
44,2024-03-25,13,2024
73,2024-04-01,14,2024
67,2024-04-08,15,2024
66,2024-04-15,16,2024
69,2024-04-22,17,2024
